iter	RMSE
413	4.158171906
414	4.156597311
415	4.151388717
416	4.151236802
417	4.147435644
418	4.145926601
419	4.145655657
420	4.141314153
421	4.140512668
422	4.13924943
423	4.137705285
424	4.133781882
425	4.13060847
426	4.128370477
427	4.127481519
428	4.124748206
429	4.12445172
430	4.121673499
431	4.119663539
432	4.116556864
433	4.113222957
434	4.113056404
435	4.112125747
436	4.110669244
437	4.108421096
438	4.10561638
439	4.104581776
440	4.104289922
441	4.101221264
442	4.100459294
443	4.098346066
444	4.096050267
445	4.094299006
446	4.090881784
447	4.08531261
448	4.082698469
449	4.081469135
450	4.080897974
451	4.079031397
452	4.076988539
453	4.074515019
454	4.070722905
455	4.067735845
456	4.067213127
457	4.065776645
458	4.063427847
459	4.063274654
460	4.061121209
461	4.058289201
462	4.054024465
463	4.051195703
464	4.048822018
465	4.046968457
466	4.04674065
467	4.040964883
468	4.040002387
469	4.039877216
470	4.038795067
471	4.038430335
472	4.034505742
473	4.034230287
474	4.030770714
475	4.029249988
476	4.028245695
477	4.025100474
478	4.018166164
479	4.015349825
480	4.013326516
481	4.010193424
482	4.01007831
483	4.007636973
484	4.003925528
485	3.999740244
486	3.99467199
487	3.989678218
488	3.984623098
489	3.982403217
490	3.980985275
491	3.980812573
492	3.978753568
493	3.977411512
494	3.976681128
495	3.974155506
496	3.971857188
497	3.970489949
498	3.969775654
499	3.968138201
500	3.96767067
501	3.9669274
502	3.961599974
503	3.959311354
504	3.957570399
505	3.955803649
506	3.952302654
507	3.951714337
508	3.950198739
509	3.948184852
510	3.944486193
511	3.942800675
512	3.93896536
513	3.937311227
514	3.934152663
515	3.931832807
516	3.931450626
517	3.929999352
518	3.927984696
519	3.925792791
520	3.924001337
521	3.92318964
522	3.923091317
523	3.921553772
524	3.92072222
525	3.919014055
526	3.91335861
527	3.91179895
528	3.911636879
529	3.911417071
530	3.907392555
531	3.904955006
532	3.903589958
533	3.900832223
534	3.897177303
535	3.895761715
536	3.895219453
537	3.894568032
538	3.893093726
539	3.891636435
540	3.891505817
541	3.889771333
542	3.88933695
543	3.888168684
544	3.886928621
545	3.880165751
546	3.876274169
547	3.874040922
548	3.871262663
549	3.869953801
550	3.866833891
551	3.864266297
552	3.864062784
553	3.862071006
554	3.860761155
555	3.857838294
556	3.855913227
557	3.852609889
558	3.852218574
559	3.847212005
560	3.844912392
561	3.842258771
562	3.838674083
563	3.834855535
564	3.830326524
565	3.826920193
566	3.826211162
567	3.824263133
568	3.819513175
569	3.817942541
570	3.816462716
571	3.813969819
572	3.813143698
573	3.812514278
574	3.808212447
575	3.8072435
576	3.802979441
577	3.801657412
578	3.801017922
579	3.798537605
580	3.794938247
581	3.792881959
582	3.79244777
583	3.790406796
584	3.788839425
585	3.78847808
586	3.786619574
587	3.784090062
588	3.779376664
589	3.776602418
590	3.77455986
591	3.771890628
592	3.770072258
593	3.76764237
594	3.765894276
595	3.7642435
596	3.763652589
597	3.763410884
598	3.762124619
599	3.760801269
600	3.759098192
601	3.757174051
602	3.753545995
603	3.752070121
604	3.750069133
605	3.746757584
606	3.744650811
607	3.744052705
608	3.742889503
609	3.740741396
610	3.740127031
611	3.739761625
612	3.736561529
613	3.735945445
614	3.732381037
615	3.73064419
616	3.729125367
617	3.727376284
618	3.727300688
619	3.725247169
620	3.724012127
621	3.721752658
622	3.72072311
623	3.716109468
624	3.714849624
625	3.714537455
626	3.713599015
627	3.713178401
628	3.710520067
629	3.710441965
630	3.707733205
631	3.703350129
632	3.701349036
633	3.700117801
634	3.698273403
635	3.694968301
636	3.692107003
637	3.68808547
638	3.683374906
639	3.680841471
640	3.677779878
641	3.674698259
642	3.674338881
643	3.671299449
644	3.666480677
645	3.666068063
646	3.665972311
647	3.664646343
648	3.661595706
649	3.660366254
650	3.657745497
651	3.653362756
652	3.653229439
653	3.651132576
654	3.65106489
655	3.650897194
656	3.647887686
657	3.646185356
658	3.64579836
659	3.643183203
660	3.642283714
661	3.64005059
662	3.63824788
663	3.635554791
664	3.633976799
665	3.632606256
666	3.630637671
667	3.626855226
668	3.624251898
669	3.62302052
670	3.622848489
671	3.620736777
672	3.616703895
673	3.616576588
674	3.616342273
675	3.614952728
676	3.61218025
677	3.610239728
678	3.609497341
679	3.608090616
680	3.607421555
681	3.60562613
682	3.60456601
683	3.603398003
684	3.601472718
685	3.599340441
686	3.597373716
687	3.59496211
688	3.590405922
689	3.589147348
690	3.588521657
691	3.584057991
692	3.583420866
693	3.582595779
694	3.581016788
695	3.580019043
696	3.576103914
697	3.575602391
698	3.575501753
699	3.573420192
700	3.571828416
701	3.571351655
702	3.569559461
703	3.568712403
704	3.567905508
705	3.567786209
706	3.567615161
707	3.563716515
708	3.562831742
709	3.562215134
710	3.560526226
711	3.560386101
712	3.558197116
713	3.556638288
714	3.555672698
715	3.552349316
716	3.552230692
717	3.551396087
718	3.550325264
719	3.548292237
720	3.547925205
721	3.544537053
722	3.540969006
723	3.53939995
724	3.537930071
725	3.536966971
726	3.536849958
727	3.533138423
728	3.531127283
729	3.530056218
730	3.529095661
731	3.527394691
732	3.525412301
733	3.522156786
734	3.519395735
735	3.516738961
736	3.514935909
737	3.511776205
738	3.50812115
739	3.508013769
740	3.507960823
741	3.505311492
742	3.501546401
743	3.500454835
744	3.497165921
745	3.496950068
746	3.49457014
747	3.49278968
748	3.49117168
749	3.489839096
750	3.488741371
751	3.485421257
752	3.483700493
753	3.48200043
754	3.481895618
755	3.478622955
756	3.476516043
757	3.474677587
758	3.471577017
759	3.471335158
760	3.469892277
761	3.468918818
762	3.467405613
763	3.466454393
764	3.465543076
765	3.462931682
766	3.461184368
767	3.459995782
768	3.458726719
769	3.457540138
770	3.455887845
771	3.45560092
772	3.455420087
773	3.453629595
774	3.452030437
775	3.451708798
776	3.450033741
777	3.448852845
778	3.446380618
779	3.44607918
780	3.446012677
781	3.444695628
782	3.444257798
783	3.441528417
784	3.440959973
785	3.439125997
786	3.437304084
787	3.434683477
788	3.431731846
789	3.430609225
790	3.428966834
791	3.427801808
792	3.426746014
793	3.426100068
794	3.425256534
795	3.423347466
796	3.422622399
797	3.422080128
798	3.421808215
799	3.419661021
800	3.418557261
801	3.418004874
802	3.416969143
803	3.416046358
804	3.413736437
805	3.412329306
806	3.409998182
807	3.408964504
808	3.405565705
809	3.403508604
810	3.402406173
811	3.399529916
812	3.395507856
813	3.393702192
814	3.392973687
815	3.392645884
816	3.389781156
817	3.387090581
818	3.385992399
819	3.38571308
820	3.384743087
821	3.384280115
822	3.382393361
823	3.380741415
824	3.379105072
825	3.378010767
826	3.375704335
827	3.374652646
828	3.372023324
829	3.371262208
830	3.369069866
831	3.366916674
832	3.365260803
833	3.363640135
834	3.360349789
835	3.359934387
836	3.3588469
837	3.355802195
838	3.352823079
839	3.352252977
840	3.350508128
841	3.3480879
842	3.346114965
843	3.344951754
844	3.343511391
845	3.340558214
846	3.337825602
847	3.336531411
848	3.334775142
849	3.333627676
850	3.333547683
851	3.333270917
852	3.330840489
853	3.329511051
854	3.328748807
855	3.326723017
856	3.325812177
857	3.321794868
858	3.321056897
859	3.320024395
860	3.319205796
861	3.315783182
862	3.313927716
863	3.313292158
864	3.312749999
865	3.310893989
866	3.309706365
867	3.307547538
868	3.305752754
869	3.304733026
870	3.304061274
871	3.301749276
872	3.301355182
873	3.297560895
874	3.29684456
875	3.295183892
876	3.294466994
877	3.291460954
878	3.289530942
879	3.28922558
880	3.289139019
881	3.286127511
882	3.284398898
883	3.281689652
884	3.281004841
885	3.280184034
886	3.278516874
887	3.278326591
888	3.277167491
889	3.277055586
890	3.276814583
891	3.275642421
892	3.274825825
893	3.27378022
894	3.273748791
895	3.273294785
896	3.272631374
897	3.272326844
898	3.269182642
899	3.267683833
900	3.267315207
901	3.26566348
902	3.264458411
903	3.263079188
904	3.262969557
905	3.261227606
906	3.261161074
907	3.258654665
908	3.257989516
909	3.25774419
910	3.2574243
911	3.253714037
912	3.248823703
913	3.246130577
914	3.246051051
915	3.245324863
916	3.243973128
917	3.242546884
918	3.240853621
919	3.237935082
920	3.234840502
921	3.232091294
922	3.231325287
923	3.229421162
924	3.228598749
925	3.228535024
926	3.225974145
927	3.225371666
928	3.221852183
929	3.221676843
930	3.220544913
931	3.220087827
932	3.220023637
933	3.219737352
934	3.216081517
935	3.214552619
936	3.213702625
937	3.212894318
938	3.210961452
939	3.210627159
940	3.210352162
941	3.209802756
942	3.208631273
943	3.208079259
944	3.205582605
945	3.203764202
946	3.203207502
947	3.201128496
948	3.200620476
949	3.199906493
950	3.199151496
951	3.197995202
952	3.196489612
953	3.196420729
954	3.193923549
955	3.192888997
956	3.191754762
957	3.188078605
958	3.186871004
959	3.184215436
960	3.183588754
961	3.183448719
962	3.181013836
963	3.180236619
964	3.179813415
965	3.179549196
966	3.178191504
967	3.177654441
968	3.174756119
969	3.172372988
970	3.171886366
971	3.171089665
972	3.170112444
973	3.16898592
974	3.168520292
975	3.165572074
976	3.164664261
977	3.164485703
978	3.163165584
979	3.162154904
980	3.160585568
981	3.160027927
982	3.159512482
983	3.158883772
984	3.157528198
985	3.1563818
986	3.155103044
987	3.152938245
988	3.15280018
989	3.150752749
990	3.149660092
991	3.146262835
992	3.145373028
993	3.143431328
994	3.141633107
995	3.139043698
996	3.137288772
997	3.136502611
998	3.135497153
999	3.133656597
